EMDBID	MapModification	XmlModification	ImageModification	MapFile	XmlFile	ImageFile
8741	10/16/17	12/14/18	10/16/17	/pub/databases/emdb/structures/EMD-8741/map/emd_8741.map.gz	/pub/databases/emdb/structures/EMD-8741/header/emd-8741.xml	/pub/databases/emdb/structures/EMD-8741/images/emd_8741.png
8742	10/16/17	12/14/18	10/16/17	/pub/databases/emdb/structures/EMD-8742/map/emd_8742.map.gz	/pub/databases/emdb/structures/EMD-8742/header/emd-8742.xml	/pub/databases/emdb/structures/EMD-8742/images/emd_8742.png
8743	11/06/17	12/14/18	11/06/17	/pub/databases/emdb/structures/EMD-8743/map/emd_8743.map.gz	/pub/databases/emdb/structures/EMD-8743/header/emd-8743.xml	/pub/databases/emdb/structures/EMD-8743/images/emd_8743.png
8744	06/26/17	12/14/18	06/26/17	/pub/databases/emdb/structures/EMD-8744/map/emd_8744.map.gz	/pub/databases/emdb/structures/EMD-8744/header/emd-8744.xml	/pub/databases/emdb/structures/EMD-8744/images/emd_8744.png
8745	07/13/17	12/14/18	07/13/17	/pub/databases/emdb/structures/EMD-8745/map/emd_8745.map.gz	/pub/databases/emdb/structures/EMD-8745/header/emd-8745.xml	/pub/databases/emdb/structures/EMD-8745/images/emd_8745.png
8746	06/26/17	12/14/18	06/26/17	/pub/databases/emdb/structures/EMD-8746/map/emd_8746.map.gz	/pub/databases/emdb/structures/EMD-8746/header/emd-8746.xml	/pub/databases/emdb/structures/EMD-8746/images/emd_8746.png
8747	06/06/18	12/14/18	06/06/18	/pub/databases/emdb/structures/EMD-8747/map/emd_8747.map.gz	/pub/databases/emdb/structures/EMD-8747/header/emd-8747.xml	/pub/databases/emdb/structures/EMD-8747/images/emd_8747.png
8748	07/12/18	12/14/18	07/12/18	/pub/databases/emdb/structures/EMD-8748/map/emd_8748.map.gz	/pub/databases/emdb/structures/EMD-8748/header/emd-8748.xml	/pub/databases/emdb/structures/EMD-8748/images/emd_8748.png
8749	07/20/17	12/14/18	07/20/17	/pub/databases/emdb/structures/EMD-8749/map/emd_8749.map.gz	/pub/databases/emdb/structures/EMD-8749/header/emd-8749.xml	/pub/databases/emdb/structures/EMD-8749/images/emd_8749.png
8750	07/31/17	12/14/18	07/31/17	/pub/databases/emdb/structures/EMD-8750/map/emd_8750.map.gz	/pub/databases/emdb/structures/EMD-8750/header/emd-8750.xml	/pub/databases/emdb/structures/EMD-8750/images/emd_8750.png
8751	07/13/17	12/14/18	07/13/17	/pub/databases/emdb/structures/EMD-8751/map/emd_8751.map.gz	/pub/databases/emdb/structures/EMD-8751/header/emd-8751.xml	/pub/databases/emdb/structures/EMD-8751/images/emd_8751.png
8752	02/08/18	12/14/18	02/08/18	/pub/databases/emdb/structures/EMD-8752/map/emd_8752.map.gz	/pub/databases/emdb/structures/EMD-8752/header/emd-8752.xml	/pub/databases/emdb/structures/EMD-8752/images/emd_8752.png
8753	02/08/18	12/14/18	02/08/18	/pub/databases/emdb/structures/EMD-8753/map/emd_8753.map.gz	/pub/databases/emdb/structures/EMD-8753/header/emd-8753.xml	/pub/databases/emdb/structures/EMD-8753/images/emd_8753.png
8754	07/31/17	12/14/18	07/31/17	/pub/databases/emdb/structures/EMD-8754/map/emd_8754.map.gz	/pub/databases/emdb/structures/EMD-8754/header/emd-8754.xml	/pub/databases/emdb/structures/EMD-8754/images/emd_8754.png
8755	07/12/17	12/14/18	07/12/17	/pub/databases/emdb/structures/EMD-8755/map/emd_8755.map.gz	/pub/databases/emdb/structures/EMD-8755/header/emd-8755.xml	/pub/databases/emdb/structures/EMD-8755/images/emd_8755.png
8756	07/12/17	12/14/18	07/12/17	/pub/databases/emdb/structures/EMD-8756/map/emd_8756.map.gz	/pub/databases/emdb/structures/EMD-8756/header/emd-8756.xml	/pub/databases/emdb/structures/EMD-8756/images/emd_8756.png
8757	07/12/17	12/14/18	07/12/17	/pub/databases/emdb/structures/EMD-8757/map/emd_8757.map.gz	/pub/databases/emdb/structures/EMD-8757/header/emd-8757.xml	/pub/databases/emdb/structures/EMD-8757/images/emd_8757.png
8758	02/08/18	12/14/18	02/08/18	/pub/databases/emdb/structures/EMD-8758/map/emd_8758.map.gz	/pub/databases/emdb/structures/EMD-8758/header/emd-8758.xml	/pub/databases/emdb/structures/EMD-8758/images/emd_8758.png
8759	02/08/18	12/14/18	02/08/18	/pub/databases/emdb/structures/EMD-8759/map/emd_8759.map.gz	/pub/databases/emdb/structures/EMD-8759/header/emd-8759.xml	/pub/databases/emdb/structures/EMD-8759/images/emd_8759.png
8760	07/12/18	12/14/18	07/12/18	/pub/databases/emdb/structures/EMD-8760/map/emd_8760.map.gz	/pub/databases/emdb/structures/EMD-8760/header/emd-8760.xml	/pub/databases/emdb/structures/EMD-8760/images/emd_8760.png
8761	07/31/17	12/14/18	07/31/17	/pub/databases/emdb/structures/EMD-8761/map/emd_8761.map.gz	/pub/databases/emdb/structures/EMD-8761/header/emd-8761.xml	/pub/databases/emdb/structures/EMD-8761/images/emd_8761.png
8762	07/31/17	12/14/18	07/31/17	/pub/databases/emdb/structures/EMD-8762/map/emd_8762.map.gz	/pub/databases/emdb/structures/EMD-8762/header/emd-8762.xml	/pub/databases/emdb/structures/EMD-8762/images/emd_8762.png
8763	07/31/17	12/14/18	07/31/17	/pub/databases/emdb/structures/EMD-8763/map/emd_8763.map.gz	/pub/databases/emdb/structures/EMD-8763/header/emd-8763.xml	/pub/databases/emdb/structures/EMD-8763/images/emd_8763.png
8764	10/05/17	12/14/18	10/05/17	/pub/databases/emdb/structures/EMD-8764/map/emd_8764.map.gz	/pub/databases/emdb/structures/EMD-8764/header/emd-8764.xml	/pub/databases/emdb/structures/EMD-8764/images/emd_8764.png
8765	03/08/18	12/14/18	03/08/18	/pub/databases/emdb/structures/EMD-8765/map/emd_8765.map.gz	/pub/databases/emdb/structures/EMD-8765/header/emd-8765.xml	/pub/databases/emdb/structures/EMD-8765/images/emd_8765.png
8766	07/17/17	12/14/18	07/17/17	/pub/databases/emdb/structures/EMD-8766/map/emd_8766.map.gz	/pub/databases/emdb/structures/EMD-8766/header/emd-8766.xml	/pub/databases/emdb/structures/EMD-8766/images/emd_8766.png
8767	08/07/17	12/14/18	08/07/17	/pub/databases/emdb/structures/EMD-8767/map/emd_8767.map.gz	/pub/databases/emdb/structures/EMD-8767/header/emd-8767.xml	/pub/databases/emdb/structures/EMD-8767/images/emd_8767.png
8768	10/23/17	12/14/18	10/23/17	/pub/databases/emdb/structures/EMD-8768/map/emd_8768.map.gz	/pub/databases/emdb/structures/EMD-8768/header/emd-8768.xml	/pub/databases/emdb/structures/EMD-8768/images/emd_8768.png
8769	10/23/17	12/14/18	10/23/17	/pub/databases/emdb/structures/EMD-8769/map/emd_8769.map.gz	/pub/databases/emdb/structures/EMD-8769/header/emd-8769.xml	/pub/databases/emdb/structures/EMD-8769/images/emd_8769.png
8770	10/23/17	12/14/18	10/23/17	/pub/databases/emdb/structures/EMD-8770/map/emd_8770.map.gz	/pub/databases/emdb/structures/EMD-8770/header/emd-8770.xml	/pub/databases/emdb/structures/EMD-8770/images/emd_8770.png
8771	07/20/17	12/14/18	07/20/17	/pub/databases/emdb/structures/EMD-8771/map/emd_8771.map.gz	/pub/databases/emdb/structures/EMD-8771/header/emd-8771.xml	/pub/databases/emdb/structures/EMD-8771/images/emd_8771.png
8772	07/12/18	12/14/18	07/12/18	/pub/databases/emdb/structures/EMD-8772/map/emd_8772.map.gz	/pub/databases/emdb/structures/EMD-8772/header/emd-8772.xml	/pub/databases/emdb/structures/EMD-8772/images/emd_8772.png
8773	07/12/18	12/14/18	07/12/18	/pub/databases/emdb/structures/EMD-8773/map/emd_8773.map.gz	/pub/databases/emdb/structures/EMD-8773/header/emd-8773.xml	/pub/databases/emdb/structures/EMD-8773/images/emd_8773.png
8774	07/18/17	12/14/18	07/18/17	/pub/databases/emdb/structures/EMD-8774/map/emd_8774.map.gz	/pub/databases/emdb/structures/EMD-8774/header/emd-8774.xml	/pub/databases/emdb/structures/EMD-8774/images/emd_8774.png
8775	07/25/17	12/14/18	07/25/17	/pub/databases/emdb/structures/EMD-8775/map/emd_8775.map.gz	/pub/databases/emdb/structures/EMD-8775/header/emd-8775.xml	/pub/databases/emdb/structures/EMD-8775/images/emd_8775.png
8776	07/18/17	12/14/18	07/18/17	/pub/databases/emdb/structures/EMD-8776/map/emd_8776.map.gz	/pub/databases/emdb/structures/EMD-8776/header/emd-8776.xml	/pub/databases/emdb/structures/EMD-8776/images/emd_8776.png
8777	07/12/18	12/14/18	07/12/18	/pub/databases/emdb/structures/EMD-8777/map/emd_8777.map.gz	/pub/databases/emdb/structures/EMD-8777/header/emd-8777.xml	/pub/databases/emdb/structures/EMD-8777/images/emd_8777.png
8778	11/08/17	12/14/18	11/08/17	/pub/databases/emdb/structures/EMD-8778/map/emd_8778.map.gz	/pub/databases/emdb/structures/EMD-8778/header/emd-8778.xml	/pub/databases/emdb/structures/EMD-8778/images/emd_8778.png
8779	02/14/18	12/14/18	02/14/18	/pub/databases/emdb/structures/EMD-8779/map/emd_8779.map.gz	/pub/databases/emdb/structures/EMD-8779/header/emd-8779.xml	/pub/databases/emdb/structures/EMD-8779/images/emd_8779.png
8780	07/10/17	12/14/18	07/10/17	/pub/databases/emdb/structures/EMD-8780/map/emd_8780.map.gz	/pub/databases/emdb/structures/EMD-8780/header/emd-8780.xml	/pub/databases/emdb/structures/EMD-8780/images/emd_8780.png
8781	03/08/18	12/14/18	03/08/18	/pub/databases/emdb/structures/EMD-8781/map/emd_8781.map.gz	/pub/databases/emdb/structures/EMD-8781/header/emd-8781.xml	/pub/databases/emdb/structures/EMD-8781/images/emd_8781_1.png
8782	07/10/17	12/14/18	07/10/17	/pub/databases/emdb/structures/EMD-8782/map/emd_8782.map.gz	/pub/databases/emdb/structures/EMD-8782/header/emd-8782.xml	/pub/databases/emdb/structures/EMD-8782/images/emd_8782.png
8783	08/07/17	12/14/18	08/07/17	/pub/databases/emdb/structures/EMD-8783/map/emd_8783.map.gz	/pub/databases/emdb/structures/EMD-8783/header/emd-8783.xml	/pub/databases/emdb/structures/EMD-8783/images/emd_8783.png
8784	08/07/17	12/14/18	08/07/17	/pub/databases/emdb/structures/EMD-8784/map/emd_8784.map.gz	/pub/databases/emdb/structures/EMD-8784/header/emd-8784.xml	/pub/databases/emdb/structures/EMD-8784/images/emd_8784.png
8785	08/07/17	12/14/18	08/07/17	/pub/databases/emdb/structures/EMD-8785/map/emd_8785.map.gz	/pub/databases/emdb/structures/EMD-8785/header/emd-8785.xml	/pub/databases/emdb/structures/EMD-8785/images/emd_8785.png
8786	08/07/17	12/14/18	08/07/17	/pub/databases/emdb/structures/EMD-8786/map/emd_8786.map.gz	/pub/databases/emdb/structures/EMD-8786/header/emd-8786.xml	/pub/databases/emdb/structures/EMD-8786/images/emd_8786.png
8787	08/07/17	12/14/18	08/07/17	/pub/databases/emdb/structures/EMD-8787/map/emd_8787.map.gz	/pub/databases/emdb/structures/EMD-8787/header/emd-8787.xml	/pub/databases/emdb/structures/EMD-8787/images/emd_8787.png
8788	08/07/17	12/14/18	08/07/17	/pub/databases/emdb/structures/EMD-8788/map/emd_8788.map.gz	/pub/databases/emdb/structures/EMD-8788/header/emd-8788.xml	/pub/databases/emdb/structures/EMD-8788/images/emd_8788.png
8789	08/07/17	12/14/18	08/07/17	/pub/databases/emdb/structures/EMD-8789/map/emd_8789.map.gz	/pub/databases/emdb/structures/EMD-8789/header/emd-8789.xml	/pub/databases/emdb/structures/EMD-8789/images/emd_8789.png
8790	08/07/17	12/14/18	08/07/17	/pub/databases/emdb/structures/EMD-8790/map/emd_8790.map.gz	/pub/databases/emdb/structures/EMD-8790/header/emd-8790.xml	/pub/databases/emdb/structures/EMD-8790/images/emd_8790.png
8791	08/07/17	12/14/18	08/07/17	/pub/databases/emdb/structures/EMD-8791/map/emd_8791.map.gz	/pub/databases/emdb/structures/EMD-8791/header/emd-8791.xml	/pub/databases/emdb/structures/EMD-8791/images/emd_8791.png
8792	07/12/18	12/14/18	07/12/18	/pub/databases/emdb/structures/EMD-8792/map/emd_8792.map.gz	/pub/databases/emdb/structures/EMD-8792/header/emd-8792.xml	/pub/databases/emdb/structures/EMD-8792/images/emd_8792.png
8793	07/12/18	12/14/18	07/12/18	/pub/databases/emdb/structures/EMD-8793/map/emd_8793.map.gz	/pub/databases/emdb/structures/EMD-8793/header/emd-8793.xml	/pub/databases/emdb/structures/EMD-8793/images/emd_8793.png
8794	08/01/17	12/14/18	08/01/17	/pub/databases/emdb/structures/EMD-8794/map/emd_8794.map.gz	/pub/databases/emdb/structures/EMD-8794/header/emd-8794.xml	/pub/databases/emdb/structures/EMD-8794/images/emd_8794.png
8795	08/09/17	12/14/18	08/09/17	/pub/databases/emdb/structures/EMD-8795/map/emd_8795.map.gz	/pub/databases/emdb/structures/EMD-8795/header/emd-8795.xml	/pub/databases/emdb/structures/EMD-8795/images/emd_8795.png
8796	08/01/17	12/14/18	08/01/17	/pub/databases/emdb/structures/EMD-8796/map/emd_8796.map.gz	/pub/databases/emdb/structures/EMD-8796/header/emd-8796.xml	/pub/databases/emdb/structures/EMD-8796/images/emd_8796.png
8797	07/12/18	12/14/18	07/12/18	/pub/databases/emdb/structures/EMD-8797/map/emd_8797.map.gz	/pub/databases/emdb/structures/EMD-8797/header/emd-8797.xml	/pub/databases/emdb/structures/EMD-8797/images/emd_8797.png
8798	07/12/18	12/14/18	07/12/18	/pub/databases/emdb/structures/EMD-8798/map/emd_8798.map.gz	/pub/databases/emdb/structures/EMD-8798/header/emd-8798.xml	/pub/databases/emdb/structures/EMD-8798/images/emd_8798.png
8799	10/01/18	12/14/18	10/01/18	/pub/databases/emdb/structures/EMD-8799/map/emd_8799.map.gz	/pub/databases/emdb/structures/EMD-8799/header/emd-8799.xml	/pub/databases/emdb/structures/EMD-8799/images/emd_8799.png
8800	07/12/18	12/14/18	07/12/18	/pub/databases/emdb/structures/EMD-8800/map/emd_8800.map.gz	/pub/databases/emdb/structures/EMD-8800/header/emd-8800.xml	/pub/databases/emdb/structures/EMD-8800/images/emd_8800.png
8801	05/03/18	12/14/18	05/03/18	/pub/databases/emdb/structures/EMD-8801/map/emd_8801.map.gz	/pub/databases/emdb/structures/EMD-8801/header/emd-8801.xml	/pub/databases/emdb/structures/EMD-8801/images/emd_8801.png
8802	10/01/18	12/14/18	10/01/18	/pub/databases/emdb/structures/EMD-8802/map/emd_8802.map.gz	/pub/databases/emdb/structures/EMD-8802/header/emd-8802.xml	/pub/databases/emdb/structures/EMD-8802/images/emd_8802.png
8803	10/01/18	12/14/18	10/01/18	/pub/databases/emdb/structures/EMD-8803/map/emd_8803.map.gz	/pub/databases/emdb/structures/EMD-8803/header/emd-8803.xml	/pub/databases/emdb/structures/EMD-8803/images/emd_8803.png
8804	10/01/18	12/14/18	10/01/18	/pub/databases/emdb/structures/EMD-8804/map/emd_8804.map.gz	/pub/databases/emdb/structures/EMD-8804/header/emd-8804.xml	/pub/databases/emdb/structures/EMD-8804/images/emd_8804.png
8805	10/01/18	12/14/18	10/01/18	/pub/databases/emdb/structures/EMD-8805/map/emd_8805.map.gz	/pub/databases/emdb/structures/EMD-8805/header/emd-8805.xml	/pub/databases/emdb/structures/EMD-8805/images/emd_8805.png
8806	10/01/18	12/14/18	10/01/18	/pub/databases/emdb/structures/EMD-8806/map/emd_8806.map.gz	/pub/databases/emdb/structures/EMD-8806/header/emd-8806.xml	/pub/databases/emdb/structures/EMD-8806/images/emd_8806.png
8807	02/08/18	12/14/18	02/08/18	/pub/databases/emdb/structures/EMD-8807/map/emd_8807.map.gz	/pub/databases/emdb/structures/EMD-8807/header/emd-8807.xml	/pub/databases/emdb/structures/EMD-8807/images/emd_8807.png
8808	08/28/17	12/14/18	08/28/17	/pub/databases/emdb/structures/EMD-8808/map/emd_8808.map.gz	/pub/databases/emdb/structures/EMD-8808/header/emd-8808.xml	/pub/databases/emdb/structures/EMD-8808/images/emd_8808.png
8809	08/28/17	12/14/18	08/28/17	/pub/databases/emdb/structures/EMD-8809/map/emd_8809.map.gz	/pub/databases/emdb/structures/EMD-8809/header/emd-8809.xml	/pub/databases/emdb/structures/EMD-8809/images/emd_8809.png
8810	08/28/17	12/14/18	08/28/17	/pub/databases/emdb/structures/EMD-8810/map/emd_8810.map.gz	/pub/databases/emdb/structures/EMD-8810/header/emd-8810.xml	/pub/databases/emdb/structures/EMD-8810/images/emd_8810.png
8811	08/28/17	12/14/18	08/28/17	/pub/databases/emdb/structures/EMD-8811/map/emd_8811.map.gz	/pub/databases/emdb/structures/EMD-8811/header/emd-8811.xml	/pub/databases/emdb/structures/EMD-8811/images/emd_8811.png
8812	10/18/17	12/14/18	10/18/17	/pub/databases/emdb/structures/EMD-8812/map/emd_8812.map.gz	/pub/databases/emdb/structures/EMD-8812/header/emd-8812.xml	/pub/databases/emdb/structures/EMD-8812/images/emd_8812.png
8813	04/18/18	12/14/18	04/18/18	/pub/databases/emdb/structures/EMD-8813/map/emd_8813.map.gz	/pub/databases/emdb/structures/EMD-8813/header/emd-8813.xml	/pub/databases/emdb/structures/EMD-8813/images/emd_8813.png
8814	04/18/18	12/14/18	04/18/18	/pub/databases/emdb/structures/EMD-8814/map/emd_8814.map.gz	/pub/databases/emdb/structures/EMD-8814/header/emd-8814.xml	/pub/databases/emdb/structures/EMD-8814/images/emd_8814.png
8815	04/18/18	12/14/18	04/18/18	/pub/databases/emdb/structures/EMD-8815/map/emd_8815.map.gz	/pub/databases/emdb/structures/EMD-8815/header/emd-8815.xml	/pub/databases/emdb/structures/EMD-8815/images/emd_8815.png
8816	02/08/18	12/14/18	02/08/18	/pub/databases/emdb/structures/EMD-8816/map/emd_8816.map.gz	/pub/databases/emdb/structures/EMD-8816/header/emd-8816.xml	/pub/databases/emdb/structures/EMD-8816/images/emd_8816.png
8817	02/08/18	12/14/18	02/08/18	/pub/databases/emdb/structures/EMD-8817/map/emd_8817.map.gz	/pub/databases/emdb/structures/EMD-8817/header/emd-8817.xml	/pub/databases/emdb/structures/EMD-8817/images/emd_8817.png
8818	09/18/17	12/14/18	09/18/17	/pub/databases/emdb/structures/EMD-8818/map/emd_8818.map.gz	/pub/databases/emdb/structures/EMD-8818/header/emd-8818.xml	/pub/databases/emdb/structures/EMD-8818/images/emd_8818.png
8819	07/27/17	12/14/18	07/27/17	/pub/databases/emdb/structures/EMD-8819/map/emd_8819.map.gz	/pub/databases/emdb/structures/EMD-8819/header/emd-8819.xml	/pub/databases/emdb/structures/EMD-8819/images/emd_8819.png
8820	07/27/17	12/14/18	07/27/17	/pub/databases/emdb/structures/EMD-8820/map/emd_8820.map.gz	/pub/databases/emdb/structures/EMD-8820/header/emd-8820.xml	/pub/databases/emdb/structures/EMD-8820/images/emd_8820.png
8821	07/27/17	12/14/18	07/27/17	/pub/databases/emdb/structures/EMD-8821/map/emd_8821.map.gz	/pub/databases/emdb/structures/EMD-8821/header/emd-8821.xml	/pub/databases/emdb/structures/EMD-8821/images/emd_8821.png
8822	07/27/17	12/14/18	07/27/17	/pub/databases/emdb/structures/EMD-8822/map/emd_8822.map.gz	/pub/databases/emdb/structures/EMD-8822/header/emd-8822.xml	/pub/databases/emdb/structures/EMD-8822/images/emd_8822.png
8823	07/27/17	12/14/18	07/27/17	/pub/databases/emdb/structures/EMD-8823/map/emd_8823.map.gz	/pub/databases/emdb/structures/EMD-8823/header/emd-8823.xml	/pub/databases/emdb/structures/EMD-8823/images/emd_8823.png
8824	09/18/17	12/14/18	09/18/17	/pub/databases/emdb/structures/EMD-8824/map/emd_8824.map.gz	/pub/databases/emdb/structures/EMD-8824/header/emd-8824.xml	/pub/databases/emdb/structures/EMD-8824/images/emd_8824.png
8825	09/18/17	12/14/18	09/18/17	/pub/databases/emdb/structures/EMD-8825/map/emd_8825.map.gz	/pub/databases/emdb/structures/EMD-8825/header/emd-8825.xml	/pub/databases/emdb/structures/EMD-8825/images/emd_8825.png
8826	04/23/18	12/14/18	04/23/18	/pub/databases/emdb/structures/EMD-8826/map/emd_8826.map.gz	/pub/databases/emdb/structures/EMD-8826/header/emd-8826.xml	/pub/databases/emdb/structures/EMD-8826/images/emd_8826.png
8827	07/26/17	12/14/18	07/26/17	/pub/databases/emdb/structures/EMD-8827/map/emd_8827.map.gz	/pub/databases/emdb/structures/EMD-8827/header/emd-8827.xml	/pub/databases/emdb/structures/EMD-8827/images/emd_8827.png
8828	04/23/18	12/14/18	04/23/18	/pub/databases/emdb/structures/EMD-8828/map/emd_8828.map.gz	/pub/databases/emdb/structures/EMD-8828/header/emd-8828.xml	/pub/databases/emdb/structures/EMD-8828/images/emd_8828.png
8829	04/23/18	12/14/18	04/23/18	/pub/databases/emdb/structures/EMD-8829/map/emd_8829.map.gz	/pub/databases/emdb/structures/EMD-8829/header/emd-8829.xml	/pub/databases/emdb/structures/EMD-8829/images/emd_8829.png
8830	02/08/18	12/14/18	02/08/18	/pub/databases/emdb/structures/EMD-8830/map/emd_8830.map.gz	/pub/databases/emdb/structures/EMD-8830/header/emd-8830.xml	/pub/databases/emdb/structures/EMD-8830/images/emd_8830.png
8831	09/11/17	12/14/18	09/11/17	/pub/databases/emdb/structures/EMD-8831/map/emd_8831.map.gz	/pub/databases/emdb/structures/EMD-8831/header/emd-8831.xml	/pub/databases/emdb/structures/EMD-8831/images/emd_8831.png
8832	09/11/17	12/14/18	09/11/17	/pub/databases/emdb/structures/EMD-8832/map/emd_8832.map.gz	/pub/databases/emdb/structures/EMD-8832/header/emd-8832.xml	/pub/databases/emdb/structures/EMD-8832/images/emd_8832.png
8833	02/08/18	12/14/18	02/08/18	/pub/databases/emdb/structures/EMD-8833/map/emd_8833.map.gz	/pub/databases/emdb/structures/EMD-8833/header/emd-8833.xml	/pub/databases/emdb/structures/EMD-8833/images/emd_8833.png
8834	02/08/18	12/14/18	02/08/18	/pub/databases/emdb/structures/EMD-8834/map/emd_8834.map.gz	/pub/databases/emdb/structures/EMD-8834/header/emd-8834.xml	/pub/databases/emdb/structures/EMD-8834/images/emd_8834.png
8835	07/12/18	12/14/18	07/12/18	/pub/databases/emdb/structures/EMD-8835/map/emd_8835.map.gz	/pub/databases/emdb/structures/EMD-8835/header/emd-8835.xml	/pub/databases/emdb/structures/EMD-8835/images/emd_8835.png
8836	07/12/18	12/14/18	07/12/18	/pub/databases/emdb/structures/EMD-8836/map/emd_8836.map.gz	/pub/databases/emdb/structures/EMD-8836/header/emd-8836.xml	/pub/databases/emdb/structures/EMD-8836/images/emd_8836.png
8837	07/12/18	12/14/18	07/12/18	/pub/databases/emdb/structures/EMD-8837/map/emd_8837.map.gz	/pub/databases/emdb/structures/EMD-8837/header/emd-8837.xml	/pub/databases/emdb/structures/EMD-8837/images/emd_8837.png
8838	07/12/18	12/14/18	07/12/18	/pub/databases/emdb/structures/EMD-8838/map/emd_8838.map.gz	/pub/databases/emdb/structures/EMD-8838/header/emd-8838.xml	/pub/databases/emdb/structures/EMD-8838/images/emd_8838.png
8839	07/12/18	12/14/18	07/12/18	/pub/databases/emdb/structures/EMD-8839/map/emd_8839.map.gz	/pub/databases/emdb/structures/EMD-8839/header/emd-8839.xml	/pub/databases/emdb/structures/EMD-8839/images/emd_8839.png
8840	10/09/17	12/14/18	10/09/17	/pub/databases/emdb/structures/EMD-8840/map/emd_8840.map.gz	/pub/databases/emdb/structures/EMD-8840/header/emd-8840.xml	/pub/databases/emdb/structures/EMD-8840/images/emd_8840.png
8841	10/09/17	12/14/18	10/09/17	/pub/databases/emdb/structures/EMD-8841/map/emd_8841.map.gz	/pub/databases/emdb/structures/EMD-8841/header/emd-8841.xml	/pub/databases/emdb/structures/EMD-8841/images/emd_8841.png
8842	11/21/18	12/14/18	11/21/18	/pub/databases/emdb/structures/EMD-8842/map/emd_8842.map.gz	/pub/databases/emdb/structures/EMD-8842/header/emd-8842.xml	/pub/databases/emdb/structures/EMD-8842/images/emd_8842.png
8843	10/16/17	12/14/18	10/16/17	/pub/databases/emdb/structures/EMD-8843/map/emd_8843.map.gz	/pub/databases/emdb/structures/EMD-8843/header/emd-8843.xml	/pub/databases/emdb/structures/EMD-8843/images/emd_8843.png
8844	10/16/17	12/14/18	10/16/17	/pub/databases/emdb/structures/EMD-8844/map/emd_8844.map.gz	/pub/databases/emdb/structures/EMD-8844/header/emd-8844.xml	/pub/databases/emdb/structures/EMD-8844/images/emd_8844.png
8845	10/16/17	12/14/18	10/16/17	/pub/databases/emdb/structures/EMD-8845/map/emd_8845.map.gz	/pub/databases/emdb/structures/EMD-8845/header/emd-8845.xml	/pub/databases/emdb/structures/EMD-8845/images/emd_8845.png
8846	10/16/17	12/14/18	10/16/17	/pub/databases/emdb/structures/EMD-8846/map/emd_8846.map.gz	/pub/databases/emdb/structures/EMD-8846/header/emd-8846.xml	/pub/databases/emdb/structures/EMD-8846/images/emd_8846.png
8847	10/17/17	12/14/18	10/17/17	/pub/databases/emdb/structures/EMD-8847/map/emd_8847.map.gz	/pub/databases/emdb/structures/EMD-8847/header/emd-8847.xml	/pub/databases/emdb/structures/EMD-8847/images/emd_8847.png
8848	10/17/17	12/14/18	10/17/17	/pub/databases/emdb/structures/EMD-8848/map/emd_8848.map.gz	/pub/databases/emdb/structures/EMD-8848/header/emd-8848.xml	/pub/databases/emdb/structures/EMD-8848/images/emd_8848.png
8849	10/17/17	12/14/18	10/17/17	/pub/databases/emdb/structures/EMD-8849/map/emd_8849.map.gz	/pub/databases/emdb/structures/EMD-8849/header/emd-8849.xml	/pub/databases/emdb/structures/EMD-8849/images/emd_8849.png
8850	10/17/17	12/14/18	10/17/17	/pub/databases/emdb/structures/EMD-8850/map/emd_8850.map.gz	/pub/databases/emdb/structures/EMD-8850/header/emd-8850.xml	/pub/databases/emdb/structures/EMD-8850/images/emd_8850.png
8851	10/17/17	12/14/18	10/17/17	/pub/databases/emdb/structures/EMD-8851/map/emd_8851.map.gz	/pub/databases/emdb/structures/EMD-8851/header/emd-8851.xml	/pub/databases/emdb/structures/EMD-8851/images/emd_8851.png
8852	10/17/17	12/14/18	10/17/17	/pub/databases/emdb/structures/EMD-8852/map/emd_8852.map.gz	/pub/databases/emdb/structures/EMD-8852/header/emd-8852.xml	/pub/databases/emdb/structures/EMD-8852/images/emd_8852.png
8853	10/17/17	12/14/18	10/17/17	/pub/databases/emdb/structures/EMD-8853/map/emd_8853.map.gz	/pub/databases/emdb/structures/EMD-8853/header/emd-8853.xml	/pub/databases/emdb/structures/EMD-8853/images/emd_8853.png
8854	02/12/18	12/14/18	02/12/18	/pub/databases/emdb/structures/EMD-8854/map/emd_8854.map.gz	/pub/databases/emdb/structures/EMD-8854/header/emd-8854.xml	/pub/databases/emdb/structures/EMD-8854/images/emd_8854.png
8855	10/17/17	12/14/18	10/17/17	/pub/databases/emdb/structures/EMD-8855/map/emd_8855.map.gz	/pub/databases/emdb/structures/EMD-8855/header/emd-8855.xml	/pub/databases/emdb/structures/EMD-8855/images/emd_8855.png
8856	10/17/17	12/14/18	10/17/17	/pub/databases/emdb/structures/EMD-8856/map/emd_8856.map.gz	/pub/databases/emdb/structures/EMD-8856/header/emd-8856.xml	/pub/databases/emdb/structures/EMD-8856/images/emd_8856.png
8857	05/15/18	12/14/18	05/15/18	/pub/databases/emdb/structures/EMD-8857/map/emd_8857.map.gz	/pub/databases/emdb/structures/EMD-8857/header/emd-8857.xml	/pub/databases/emdb/structures/EMD-8857/images/emd_8857.png
8859	11/13/17	12/14/18	11/13/17	/pub/databases/emdb/structures/EMD-8859/map/emd_8859.map.gz	/pub/databases/emdb/structures/EMD-8859/header/emd-8859.xml	/pub/databases/emdb/structures/EMD-8859/images/emd_8859.png
